Split,Model Name,True Value,Predicted Value
1,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,0.64,0.395586016789817
1,mirbostani_bert-base-uncased-finetuned-newsqa.csv,0.91,0.1984993809560609
1,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,0.86,0.5687543827038614
1,mrm8488_bert-mini-finetuned-squadv2.csv,0.91,0.5414240616466133
1,madlag_bert-base-uncased-squadv1-x2.01-f89.2-d30-hybrid-rewind-opt-v1.csv,0.69,0.27309403064885884
1,Adel-Elwan_msmarco-bert-base-dot-v5-fine-tuned-AI.csv,0.9,0.9941271618465766
1,deutsche-telekom_bert-multi-english-german-squad2.csv,0.96,0.5459824677959002
1,DracolIA_BERT-Context-based-QA.csv,0.92,0.41094342092920993
1,JAlexis_bert_v2.csv,0.93,0.7865314417641353
1,Sarmila_pubmed-bert-squad-covidqa.csv,0.88,0.7652694976642861
1,VMware_bert-large-mrqa.csv,0.92,0.45178941710246395
1,rubentito_bert-large-mpdocvqa.csv,0.04,0.5749840474242286
1,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,0.81,0.7627393628080713
1,madlag_bert-base-uncased-squad1.1-block-sparse-0.32-v1.csv,0.95,0.6703800239934246
1,VMware_bert-tiny-mrqa.csv,0.65,0.5102299821254885
2,philsupertramp_bert-finetuned-squad-test.csv,0.42,0.9972412791866301
2,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,0.64,0.38355171780373554
2,Eladio_bert-base-cased-squad2-finetuned-emrqa-msquad.csv,0.64,0.5746198964337819
2,VMware_bert-base-mrqa.csv,0.42,0.5677446755430163
2,mirbostani_bert-base-uncased-finetuned-newsqa.csv,0.91,0.21619129941046328
2,JAlexis_bert003.csv,0.87,0.7359307476191476
2,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-mit-movie-with-neg-with-repeat.csv,0.89,0.2468216501494449
2,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,0.31,0.6989647335793244
2,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,0.86,0.5975140170434013
2,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,0.81,0.8190137205812283
2,google-bert_bert-large-cased-whole-word-masking-finetuned-squad.csv,0.89,0.8212760009841302
2,lauraparra28_bert-base-cased-finetuned-squad-bs_16.csv,0.93,0.6274436071102797
2,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pistherea-conll2003-with-neg-with-repeat.csv,0.48,0.5585608148629002
2,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,0.89,0.4004282672337164
2,madlag_bert-base-uncased-squadv1-x2.44-f87.7-d26-hybrid-filled-v1.csv,0.06,0.5063093965732652
3,JAlexis_bert003.csv,0.87,0.7971305330525512
3,deepset_bert-large-uncased-whole-word-masking-squad2.csv,0.93,0.7369571757217563
3,rubentito_bert-large-mpdocvqa.csv,0.04,0.49873079231474676
3,VenkatManda_bert-tiny-squadV2.csv,0.91,0.516466513268512
3,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,0.89,0.44899281902929833
3,VMware_minilmv2-l6-h384-from-bert-large-mrqa.csv,0.88,0.47982522263651595
3,Sarmila_pubmed-bert-squad-covidqa.csv,0.88,0.7542845401656005
3,DunnBC22_bert-base-uncased-QnA-MLQA_Dataset.csv,0.43,0.8207024217224325
3,DunnBC22_bert-base-uncased-Q_and_A-Answer_Prediction_Dataset.csv,0.89,0.711685199163851
3,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,0.31,0.586537940887983
3,IProject-10_bert-base-uncased-finetuned-squad2.csv,0.93,0.7779088066243858
3,zelcakok_bert-base-squad2-uncased.csv,0.9,0.5899359457371148
3,google-bert_bert-large-uncased-whole-word-masking-finetuned-squad.csv,0.93,1.0355264149768741
3,DunnBC22_bert-base-uncased-Vitamin_C_Fact_Verification.csv,0.8,0.5748283184245995
3,deepset_bert-medium-squad2-distilled.csv,0.87,0.6764434078259256
4,JAlexis_bert_v2.csv,0.93,0.8657311035080097
4,deepset_bert-base-uncased-squad2.csv,0.91,0.6603905638197307
4,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pwhatisthe-conll2003-with-neg-with-repeat.csv,0.85,0.7132961099130433
4,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,0.89,0.40475922517208474
4,mrm8488_bert-tiny-finetuned-squadv2.csv,0.4,0.958184379085614
4,mrm8488_bert-medium-finetuned-squadv2.csv,0.84,0.4653303345058345
4,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,0.81,0.8564315287719109
4,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,0.86,0.4422640777813148
4,mirbostani_bert-base-uncased-finetuned-newsqa.csv,0.91,0.2670821588505506
4,philsupertramp_bert-finetuned-squad-test.csv,0.42,0.9823827831391827
4,VMware_minilmv2-l6-h384-from-bert-large-mrqa.csv,0.88,0.3560393967668516
4,DracolIA_BERT-Context-based-QA.csv,0.92,0.5034662223359144
4,batterydata_bert-base-uncased-squad-v1.csv,0.89,0.7697778142847918
4,96harsh56_bert_test2.csv,0.16,0.3063525038981233
4,phiyodr_bert-large-finetuned-squad2.csv,0.9,0.6535956503776239
5,DunnBC22_bert-base-uncased-e_CARE.csv,0.82,0.12901743477645497
5,96harsh56_bert_test1.csv,0.15,0.3599912066389469
5,philsupertramp_bert-finetuned-squad-test.csv,0.42,0.9941264430606684
5,Intel_bert-base-uncased-squadv1.1-sparse-80-1x4-block-pruneofa.csv,0.97,0.7686289807118415
5,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,0.64,0.3784870144518246
5,phiyodr_bert-large-finetuned-squad2.csv,0.9,0.6529131826600243
5,batterydata_bert-base-cased-squad-v1.csv,0.87,0.8421589859432369
5,madlag_bert-base-uncased-squadv1-x1.96-f88.3-d27-hybrid-filled-opt-v1.csv,0.89,0.37220048414104845
5,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pistherea-conll2003-with-neg-with-repeat.csv,0.48,0.5236691779630082
5,Adel-Elwan_msmarco-bert-base-dot-v5-fine-tuned-AI.csv,0.9,1.0119535902169685
5,deepset_bert-base-cased-squad2.csv,0.91,0.8642124582687134
5,madlag_bert-base-uncased-squad1.1-block-sparse-0.07-v1.csv,0.81,0.7743790542994029
5,madlag_bert-base-uncased-squadv1-x2.44-f87.7-d26-hybrid-filled-v1.csv,0.06,0.41220508864384
5,z-uo_bert-qasper.csv,0.89,0.9744332276303904
5,DunnBC22_bert-base-uncased-QnA-MLQA_Dataset.csv,0.43,0.8451523615827794
6,VMware_bert-large-mrqa.csv,0.92,0.5406223158772047
6,Sarmila_pubmed-bert-squad-covidqa.csv,0.88,0.8010035441771365
6,96harsh56_bert_test1.csv,0.15,0.33236841263820116
6,deepset_bert-medium-squad2-distilled.csv,0.87,0.6794143508364431
6,Intel_bert-large-uncased-squadv1.1-sparse-80-1x4-block-pruneofa.csv,0.03,0.8197033192045227
6,madlag_bert-base-uncased-squad1.1-block-sparse-0.20-v1.csv,0.9,0.8919038330761209
6,Adel-Elwan_msmarco-bert-base-dot-v5-fine-tuned-AI.csv,0.9,1.04545637837624
6,z-uo_bert-qasper.csv,0.89,0.9586779050243697
6,Eladio_bert-base-cased-squad2-finetuned-emrqa-msquad.csv,0.64,0.584978635176884
6,madlag_bert-base-uncased-squadv1-x1.16-f88.1-d8-unstruct-v1.csv,0.86,0.3453492829840657
6,DunnBC22_bert-base-uncased-e_CARE.csv,0.82,0.13030443901443567
6,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,0.31,0.5264649100252159
6,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-mit-restaurant-with-neg-with-repeat.csv,0.06,0.5066337730949664
6,madlag_bert-large-uncased-wwm-squadv2-x2.63-f82.6-d16-hybrid-v1.csv,0.64,0.4178701690567242
6,JAlexis_Bertv1_fine.csv,0.94,0.6634303971927289
7,google-bert_bert-large-uncased-whole-word-masking-finetuned-squad.csv,0.93,0.9418266224864799
7,Intel_bert-large-uncased-squadv1.1-sparse-80-1x4-block-pruneofa.csv,0.03,0.8297109965129913
7,VMware_bert-large-mrqa.csv,0.92,0.5766671406063593
7,JAlexis_bert_v2.csv,0.93,0.8776064497272145
7,nikotang_bert-large-cuad.csv,0.93,0.4261678704280954
7,madlag_bert-base-uncased-squad1.1-block-sparse-0.20-v1.csv,0.9,0.881543418168361
7,mrm8488_bert-medium-finetuned-squadv2.csv,0.84,0.4580419988268617
7,lauraparra28_bert-base-cased-finetuned-squad-bs_16.csv,0.93,0.5075757329075565
7,VMware_minilmv2-l6-h384-from-bert-large-mrqa.csv,0.88,0.27469490547548536
7,DunnBC22_bert-base-uncased-Figurative_Language.csv,0.04,0.1725869440116291
7,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-mit-restaurant-with-neg-with-repeat.csv,0.06,0.26378294476757447
7,madlag_bert-base-uncased-squadv1-x2.32-f86.6-d15-hybrid-v1.csv,0.53,0.5392078208766842
7,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-mit-movie-with-neg-with-repeat.csv,0.89,0.27841274878387745
7,DracolIA_BERT-Context-based-QA.csv,0.92,0.47888106869064334
7,madlag_bert-base-uncased-squadv1-x2.01-f89.2-d30-hybrid-rewind-opt-v1.csv,0.69,0.2726624491855165
8,Intel_bert-large-uncased-squadv1.1-sparse-90-unstructured.csv,0.92,0.6346588212889925
8,google-bert_bert-large-cased-whole-word-masking-finetuned-squad.csv,0.89,0.8359933255441657
8,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pistherea-conll2003-with-neg-with-repeat.csv,0.48,0.4865738253277296
8,mirbostani_bert-base-uncased-finetuned-newsqa.csv,0.91,0.1906317385448042
8,DunnBC22_bert-base-uncased-QnA-MLQA_Dataset.csv,0.43,0.8508274828743196
8,madlag_bert-base-uncased-squad1.1-block-sparse-0.20-v1.csv,0.9,0.7919931243429585
8,VMware_bert-tiny-mrqa.csv,0.65,0.5436628625429853
8,rein5_bert-base-uncased-finetuned-spoken-squad.csv,0.77,0.6504350635467313
8,VMware_minilmv2-l6-h384-from-bert-large-mrqa.csv,0.88,0.45516014207443234
8,nikotang_bert-large-cuad.csv,0.93,0.3606654617262832
8,madlag_bert-base-uncased-squadv1-x2.32-f86.6-d15-hybrid-v1.csv,0.53,0.5258909516059902
8,phiyodr_bert-base-finetuned-squad2.csv,0.92,0.7379875044040652
8,mrm8488_bert-medium-finetuned-squadv2.csv,0.84,0.43318073499724363
8,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-mit-movie-with-neg-with-repeat.csv,0.89,0.2523038705371478
8,rubentito_bert-large-mpdocvqa.csv,0.04,0.4587835399645992
9,madlag_bert-base-uncased-squad1.1-block-sparse-0.20-v1.csv,0.9,0.8328383926845132
9,VMware_bert-base-mrqa.csv,0.42,0.6298238407763972
9,batterydata_bert-base-cased-squad-v1.csv,0.87,0.6043691957364472
9,csarron_bert-base-uncased-squad-v1.csv,0.9,0.5624536895180108
9,Sarmila_pubmed-bert-squad-covidqa.csv,0.88,0.7860573096060277
9,deepset_bert-large-uncased-whole-word-masking-squad2.csv,0.93,0.68063907621154
9,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pwhatisthe-conll2003-with-neg-with-repeat.csv,0.85,0.7304559752737148
9,madlag_bert-base-uncased-squadv1-x2.32-f86.6-d15-hybrid-v1.csv,0.53,0.525338640375894
9,mrm8488_bert-small-finetuned-squadv2.csv,0.85,0.9246239265201057
9,madlag_bert-base-uncased-squad-v1-sparse0.25.csv,0.81,0.6702255505119836
9,madlag_bert-base-uncased-squadv1-x2.01-f89.2-d30-hybrid-rewind-opt-v1.csv,0.69,0.35307852757129676
9,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,0.31,0.47556578314259157
9,JAlexis_Bertv1_fine.csv,0.94,0.5388238599978354
9,andi611_bert-large-uncased-whole-word-masking-squad2-with-ner-Pistherea-conll2003-with-neg-with-repeat.csv,0.48,0.5441260565868371
9,mirbostani_bert-base-uncased-finetuned-triviaqa.csv,0.89,0.45359061260239975
10,neuralmagic_bert-large-uncased-finetuned-squadv1.csv,0.86,0.5729405803479866
10,deepset_bert-base-uncased-squad2.csv,0.91,0.675643980743062
10,madlag_bert-base-uncased-squad1.1-block-sparse-0.13-v1.csv,0.81,0.8570609938861262
10,madlag_bert-base-uncased-squad1.1-block-sparse-0.07-v1.csv,0.81,0.797698278250642
10,JAlexis_Bertv1_fine.csv,0.94,0.6061158747796952
10,nikotang_bert-large-cuad.csv,0.93,0.43343520860262175
10,madlag_bert-base-uncased-squadv1-x1.84-f88.7-d36-hybrid-filled-v1.csv,0.31,0.6377289793216199
10,lauraparra28_bert-base-cased-finetuned-squad-bs_16.csv,0.93,0.4956124702720768
10,DunnBC22_bert-base-uncased-Vitamin_C_Fact_Verification.csv,0.8,0.4904816570167204
10,mirbostani_bert-base-uncased-finetuned-triviaqa.csv,0.89,0.41127356246246694
10,deutsche-telekom_bert-multi-english-german-squad2.csv,0.96,0.5026693354621323
10,madlag_bert-base-uncased-squadv1-x2.01-f89.2-d30-hybrid-rewind-opt-v1.csv,0.69,0.4290660644105824
10,madlag_bert-base-uncased-squadv1-x2.44-f87.7-d26-hybrid-filled-v1.csv,0.06,0.4270395441060908
10,google-bert_bert-large-cased-whole-word-masking-finetuned-squad.csv,0.89,0.7952555238913624
10,DunnBC22_bert-base-uncased-QnA-MLQA_Dataset.csv,0.43,0.8853151225190057
